SeriousDlqin2yrs,RevolvingUtil,age,Late30_59,DebtRatio,MonthlyIncome,OpenCreditLines,Late90,RealEstateLoans,Late60_89,Dependents
0,0.2547416146178484,41,0,0.39946717339281146,,7,0,3,0,0.0
0,0.3511283331653565,52,0,0.05054930185565684,4895.330307882762,12,0,1,0,0.0
0,0.6024412018794413,56,0,0.38927023212346723,21615.194574825087,8,1,1,0,0.0
0,0.4549340739160144,21,0,0.6572562551217026,2735.1191857571857,12,0,5,0,0.0
0,0.3157397258751378,61,0,0.1638124073271322,13531.75953101263,10,0,1,0,0.0
0,0.2729978244866939,35,0,0.17514359403583182,11041.289799451572,9,0,1,1,1.0
0,0.3499751331375342,51,0,0.376998218310058,6859.869374268574,13,0,2,0,0.0
0,0.056845198491287434,42,0,0.25081146458766906,7074.322358306692,9,0,2,0,2.0
0,0.13204991286161763,44,0,0.07586231812962745,,7,0,3,0,0.0
0,0.1439435462547465,75,0,0.4124402766560259,8936.718920280335,5,0,2,0,1.0
0,0.41782684431378714,56,0,0.35104790147741843,,8,0,1,0,0.0
0,0.06583714777295553,64,0,0.0881892783660502,,10,0,3,0,0.0
0,0.13017959626267803,54,0,0.09864199216370118,20276.17975650645,10,0,0,1,2.0
1,0.47953147382486344,36,2,0.8671091108553513,7096.122660890649,8,2,1,0,2.0
0,0.0804484311221888,57,2,0.3509962005151875,,5,0,0,0,2.0
0,0.0854862540539306,55,0,0.39462794489767755,5791.824779452407,8,0,3,0,1.0
0,0.25815888895240596,67,0,0.3054372458251883,8610.84418471447,5,0,0,0,0.0
0,0.39214458439373295,54,0,0.4125944671254904,7508.193812221587,9,0,0,0,1.0
0,0.1061733211168059,83,0,0.045131473450810575,12636.182593567884,7,0,2,0,1.0
0,0.17336291240633622,65,0,0.1489763661374507,6950.527292558347,4,0,1,0,0.0
0,0.017442296487078852,36,0,0.35064308676947586,6513.0786480101215,6,0,4,0,1.0
0,0.23574786241669554,49,0,0.26349976141485393,12066.34510003845,11,0,0,0,1.0
0,0.05274215557028013,57,0,0.2155783360940939,9635.808754561236,7,0,1,0,0.0
0,0.06822799842159885,52,0,0.35311595188447464,6972.526852636506,9,0,1,0,0.0
0,0.13688071326444037,61,0,0.33183058741115196,,8,0,1,0,1.0
0,0.3934471173061324,63,0,0.2884704397062422,6971.356553179429,11,0,2,0,0.0
0,0.35846564936300723,32,0,0.23531635863426914,14873.06686702776,15,0,0,0,0.0
0,0.3459674694183096,69,0,0.2883993006393691,12194.789766491098,7,0,0,0,1.0
0,0.28612233194068964,45,0,0.5633588268855306,6784.605566459276,6,0,0,0,1.0
0,0.35532713394911947,43,0,0.2026118286105405,,5,0,1,0,0.0
0,0.2830829313106771,43,0,0.13792033005709445,,7,0,1,0,3.0
0,0.2557223516101746,63,0,0.16478878427828414,8130.4444356376125,10,0,0,0,3.0
0,0.2737613730255909,48,0,0.15011505842587208,,10,0,0,0,0.0
0,0.30428528959999984,42,0,0.32611127491335573,,6,2,4,0,2.0
0,0.25759856258398295,46,1,0.030381431593419723,29544.61521621481,9,0,2,0,1.0
0,0.2533712868930856,26,0,0.5926406291829015,13519.538542242162,4,0,0,0,0.0
0,0.1881119692685098,40,0,0.15379513675154577,9739.180235865468,11,0,1,0,0.0
0,0.134050755458929,34,0,0.6965594914280531,10327.198371390152,6,0,2,0,3.0
0,0.06540754575887757,48,0,0.0879328459553952,4935.936551285593,12,0,0,0,0.0
0,0.3724160116343509,61,1,0.5120196761041609,,7,0,1,0,0.0
0,0.3692557771452047,59,0,0.39241332040503907,19176.59985567308,7,0,2,1,0.0
0,0.2897371966610802,69,0,0.1249443647948929,22416.429182756423,6,0,1,0,1.0
0,0.37032688040929895,66,1,0.37412759538143114,3269.212094257693,6,0,1,0,0.0
0,0.3559991091405241,44,0,0.07641149568261568,12521.370218608481,11,0,1,0,0.0
0,0.35544927032939433,52,0,0.2822920546101207,19748.23207941614,8,0,2,0,0.0
0,0.13050410205372867,51,0,0.41824694071157514,,8,0,1,0,3.0
0,0.002693816268811655,21,0,0.4288450461559028,21155.85049453612,6,0,2,0,0.0
0,0.2242642374267778,34,0,0.10279592831073181,14525.685640629317,5,0,0,0,0.0
0,0.3733082407753751,49,0,0.5544011464572951,12400.041517038759,7,1,3,0,2.0
0,0.43332095832630835,49,1,0.3951711426250346,8757.545798137011,6,0,0,0,1.0
0,0.293757698033239,59,1,0.1632575340028204,,11,0,1,0,2.0
0,0.24903806633907372,58,0,0.4875773513259402,7913.243295950158,9,0,2,0,5.0
0,0.34988604444765964,27,0,0.5153857740018049,11478.472248147358,9,0,1,0,2.0
0,0.2550566413830699,59,0,0.3114234598162615,,5,0,1,0,2.0
0,0.19864790185833972,54,0,0.14403217765542667,7965.350122041391,8,0,2,0,
0,0.360440380181957,60,0,0.21276002418744194,3738.661048795259,6,0,2,0,1.0
0,0.19150011252259622,66,0,0.378850465478874,8977.762377731764,6,0,0,0,1.0
0,0.2991573208086217,49,0,0.24524282086008517,5949.505416100804,9,0,1,0,2.0
0,0.1839134825637844,69,0,0.11322066586552325,,6,0,0,0,0.0
0,0.3523309567656298,39,0,0.24821138595607978,7009.3547499075885,13,0,2,0,
0,0.18277420388824486,38,0,0.3077434039420608,,6,0,0,0,0.0
0,0.3071594572426285,58,0,0.10641345501457711,5678.4545163424555,8,1,0,0,0.0
0,0.16044101911122222,46,1,0.3152336522858049,6350.532152589375,11,0,0,0,1.0
0,0.1990420811488619,55,0,0.0706152110194012,14092.343283042708,8,0,1,0,3.0
0,0.24752366864814812,79,0,0.30571331241714644,6749.182429153494,4,0,0,0,1.0
0,0.2838841176302498,57,0,0.3663483566899414,,6,0,0,0,1.0
0,0.17030288549770564,54,0,0.10824878822408007,14830.159862994553,10,0,2,0,2.0
0,0.26049726993065536,39,0,0.200562619046868,9276.756405583303,6,0,0,0,0.0
0,0.10300547764017447,28,0,0.23417822770017604,10225.80763251605,11,0,1,0,0.0
0,0.08879012701967773,50,0,0.16996618777589453,8849.056343948681,11,1,2,0,0.0
1,0.44895626952768475,29,4,1.1513441638788533,5854.601573769387,4,2,3,3,0.0
0,0.3765441843342325,47,1,0.28487578115096074,13943.050355890739,8,0,4,0,1.0
0,0.4627844900298335,57,0,0.20095306091969778,9306.856939551857,8,1,2,0,0.0
0,0.37871797375081606,71,0,0.3617224550655511,,9,0,0,0,0.0
0,0.393753669900275,71,0,0.26820728974371044,,8,1,2,1,3.0
0,0.4480936398740963,58,0,0.27205144839572,8349.833491833235,7,0,0,0,0.0
0,0.13028726988291672,54,0,0.07231352100518726,15193.794828538674,4,0,1,0,0.0
1,0.5862602476655574,45,2,1.3244285364585775,15914.04404096803,8,0,1,1,2.0
0,0.19090459816044214,43,0,0.13431463638765814,,6,0,2,0,0.0
0,0.40466611440437067,48,0,0.4395415196795326,4717.652365283284,6,0,1,0,1.0
0,0.04422386913786499,40,0,0.2057398433284625,14640.95137747502,8,0,1,0,1.0
0,0.3692185515721443,55,0,0.5171757111428174,18263.775497315863,5,0,1,0,2.0
0,0.2439226064731947,78,1,0.5215884829540887,7754.286933369507,10,0,2,0,0.0
0,0.3011795524455677,73,0,0.35626225952021506,8981.831495073873,5,1,1,0,0.0
0,0.2697533279580811,55,0,0.24928491179709555,6602.21466732269,10,0,1,0,3.0
0,0.5646687915795308,62,0,0.17096124382092792,,7,0,0,0,0.0
0,0.4950064276367334,41,0,0.3679209376043225,13999.548436845722,11,0,3,0,0.0
0,0.22390091248459948,72,0,0.16960273520169733,7691.908286447917,7,0,0,0,0.0
0,0.16310119981066665,30,0,0.1193964376664437,12551.242817420429,9,0,1,0,1.0
0,0.21717797477967601,64,0,0.277142562543473,9822.048454289808,5,0,0,0,1.0
0,0.07965952567312792,58,1,0.12132057501518534,14404.287144116355,8,0,0,0,1.0
0,0.2218148751629112,41,0,0.41147521897477035,8133.940875797282,4,0,1,0,1.0
0,0.7095680362220216,49,0,0.07679164040222813,17028.68902885673,6,0,3,0,
0,0.02949820009869397,36,0,0.1747042012862191,,5,0,1,0,2.0
0,0.17897373960718202,36,0,0.4633086681732766,4229.440904057388,6,0,0,0,1.0
0,0.23370818091864143,29,0,0.5101735183057082,9451.373320450703,8,0,0,0,2.0
0,0.3213012987092804,62,1,0.45551858259846406,,5,0,1,0,1.0
0,0.12721396226173773,68,0,0.4314842517947015,6919.809549620556,8,0,2,0,2.0
0,0.12663090605684932,21,1,0.288534957970445,12133.84430444266,9,0,2,0,4.0
0,0.17464717176972797,77,1,0.39375546698467545,17331.80645203154,10,0,1,0,2.0
0,0.6488332448569246,51,0,0.30248283248297503,3688.556122988947,10,0,0,0,0.0
0,0.027560566577560057,56,0,0.31751343760376066,3551.6156175654096,7,0,1,0,1.0
0,0.15890400703997568,31,0,0.22515874057845525,22668.107950940826,6,0,1,0,1.0
0,0.5113643330148104,70,0,0.29431927516096734,8779.708241905435,9,0,0,0,0.0
0,0.4833851624645555,54,0,0.2426280596579729,10349.8631221824,9,1,2,0,1.0
0,0.4984720146727232,67,0,0.27116307123563316,5800.878336131277,12,0,2,0,2.0
0,0.22059577675548178,69,0,0.04831900723593426,10118.957059718745,6,0,4,0,2.0
0,0.47259400340269936,70,0,0.33818945579225357,,9,0,0,0,0.0
0,0.2087362359965063,42,0,0.3061666793289519,12685.465592325689,8,0,1,0,3.0
0,0.47180843023237706,49,0,0.029825408998558612,,7,0,2,0,2.0
0,0.23633424318444543,43,0,0.5228002342570566,4084.6896384973984,10,0,3,0,2.0
0,0.40979495061848054,64,0,0.14116167354160733,14347.718546382068,9,0,2,0,2.0
0,0.2150857051714387,56,0,0.39311864866342905,9944.684262203782,10,0,3,0,4.0
0,0.17086018541955314,66,0,0.1252226125519315,7302.71681913384,13,0,0,0,0.0
0,0.26281263725414034,67,0,0.6889363804760288,13646.71692011873,16,0,4,0,1.0
0,0.4996074851975424,27,0,0.20472974990347242,6477.384404375792,5,0,1,0,0.0
0,0.1464292616762092,70,0,0.1386332469562974,13100.250583338673,10,0,0,0,1.0
0,0.4103013435307624,65,0,0.21019934752277983,18186.647262720264,5,0,1,0,0.0
0,0.23704540681599506,46,0,0.3285382559293878,10690.462085397001,11,0,2,0,
0,0.37559002254335505,56,0,0.30307614875497707,8006.449655525227,5,0,0,0,1.0
0,0.3287256097152092,50,0,0.49360259979835147,,11,0,0,0,0.0
0,0.3421927482020967,60,0,0.21678149785985457,,11,0,1,0,0.0
0,0.22290951994136834,46,0,0.1264913824571401,7974.352398282277,10,0,0,0,3.0
0,0.3637099578731917,58,0,0.23703462599465663,32313.647765861533,10,0,1,0,2.0
0,0.6276123829054989,52,0,0.11207679734797352,4877.7623833142725,15,0,1,0,0.0
0,0.18354797400907197,45,0,0.3023358527015838,9275.380706976637,8,0,2,0,2.0
0,0.23765186759447238,54,0,0.3014088613320492,11342.201448699478,4,0,0,0,3.0
0,0.6136235163443787,85,0,0.626953816422249,,8,0,2,0,0.0
0,0.2446353477901047,42,0,0.2619147986312565,7477.272036915791,12,0,2,0,0.0
0,0.16223150360862765,48,1,0.08195458908323976,18327.01117866181,14,0,2,0,0.0
0,0.151499222364108,42,0,0.22587576700692402,13813.842530588612,7,0,1,0,2.0
0,0.34404311786201547,44,1,0.2522974558134618,,3,0,2,1,3.0
0,0.3158281994366552,63,0,0.13898622780485256,7087.139849155308,8,0,1,0,6.0
0,0.5541375790245539,62,0,0.15479529025725527,8092.000679384228,5,0,1,0,1.0
0,0.3513399662522893,51,0,0.2824963932832808,12633.720644007784,10,0,0,0,0.0
0,0.45090847759270797,66,0,0.5198867284451338,5708.703942542929,5,0,1,0,0.0
0,0.0865315287759238,63,0,0.18823510896128315,13804.956880205606,12,0,0,0,2.0
0,0.3640956144815416,49,0,0.4536316388561759,9409.967251831073,7,0,0,0,1.0
0,0.34339083208919496,30,1,0.29031854855611755,16853.233336175857,2,0,0,0,1.0
0,0.19500806613812716,63,0,0.24032633731556885,7991.951229029597,7,0,0,0,1.0
1,0.838784139772838,29,4,1.3123257100134111,4184.108561280435,7,0,1,0,1.0
0,0.48525653656382683,52,0,0.44467269278883803,12152.030165052196,9,0,0,0,0.0
0,0.08934978394234865,45,1,0.34598109615953015,12838.657233410784,13,0,3,0,2.0
0,0.20385831512437647,62,0,0.014831452013964845,,8,0,2,0,0.0
0,0.09209097840515093,56,0,0.3726525520942728,11233.662779143715,7,0,0,0,1.0
0,0.08073825561493064,48,0,0.5251889327623178,7520.466382543877,8,0,1,0,1.0
0,0.22617118803540925,34,0,0.13251697708667112,4581.698152717807,5,0,2,0,0.0
0,0.24028864211102333,66,0,0.24239754127887517,,11,0,0,0,2.0
0,0.32718391017343396,60,1,0.24859268223440797,,10,0,1,0,0.0
0,0.39854475113729415,55,0,0.49179237464030384,9584.858097155045,9,0,1,0,3.0
0,0.038667652679225624,21,0,0.3063331699986516,8543.513349600436,4,0,1,0,1.0
0,0.15833151368217863,51,0,0.10295661666046095,8487.004128478984,7,0,0,0,0.0
0,0.14060111607199063,48,0,0.22663920224682776,30357.275082539454,6,0,1,0,0.0
0,0.3409791138480588,43,0,0.5284310857583361,13416.10443835628,8,0,1,0,0.0
0,0.4060785128825873,62,0,0.40924070576487737,,13,0,0,0,2.0
0,0.3699480454037959,62,0,0.3571503885396884,7543.391728349725,9,0,0,0,1.0
0,0.4108318756665435,58,0,0.16670292825761523,8099.773514523358,11,0,0,0,0.0
0,0.14858977736609452,66,0,0.3456395459193621,6900.826501485708,10,0,1,0,1.0
0,0.20836572150715332,37,1,0.293721345820179,10220.781460909486,2,0,2,0,0.0
0,0.35117574399576756,45,0,0.01934832850781178,7428.304405029578,5,0,0,0,0.0
0,0.21033653695543708,53,0,0.18273571676953723,,10,0,1,0,0.0
0,0.5238927497875864,43,1,0.18762082752284062,10686.74387081779,9,0,0,0,1.0
0,0.02925500881834727,62,1,0.2985827766352127,4580.845679063397,12,0,0,0,1.0
0,0.3425767408188822,44,0,0.31140738309329086,3376.059315572942,7,0,0,1,2.0
0,0.304782570015011,70,0,0.09240806436714052,,9,0,0,0,1.0
0,0.10046229044324151,38,1,0.17765483570825713,15042.192284397443,4,0,4,0,0.0
0,0.14584138126694854,81,0,0.09804178903022227,11901.81447218835,6,0,0,0,0.0
0,0.18289598807238355,80,0,0.3956872211684206,11525.69508749252,6,0,2,0,0.0
0,0.15440683584639936,50,0,0.18045229522500753,9003.545435038885,5,0,0,0,3.0
0,0.13539843568926968,68,0,0.443801239622211,44711.36997545717,10,0,0,0,1.0
0,0.18289114468782677,46,0,0.19739797418861987,,9,0,1,0,0.0
1,0.6763733885103881,57,1,0.7125944855318707,,8,4,1,1,0.0
0,0.04240172321475531,49,0,0.27994317871615115,,8,0,0,0,0.0
0,0.3580568311289648,34,0,0.44432988113272415,,7,0,1,0,1.0
0,0.2844677902527191,21,0,0.3800577085488034,8910.677559597123,8,0,0,0,2.0
0,0.18952722886323287,48,0,0.008554252590496737,9976.68073318495,8,0,0,0,0.0
0,0.313875198226427,55,0,0.14993054964938834,8099.733556266878,13,0,1,0,2.0
0,0.6042978987470426,70,0,0.45533798521635155,12462.768532116981,10,0,2,0,1.0
1,0.5157515122509851,37,2,1.0575076655738447,4946.45291866611,7,2,2,0,1.0
0,0.5343874340801992,66,1,0.4898934467078534,5366.362021629696,4,0,4,0,0.0
0,0.5580161560203891,45,0,0.0990674062525737,,7,0,1,0,0.0
0,0.4071209359563872,47,1,0.2224027857605252,6697.628164753252,10,0,4,0,3.0
0,0.333746023205303,66,0,0.34911193360291715,2583.3439847711506,9,1,1,0,1.0
1,0.8813493764366331,37,0,0.5119606847349518,13597.298464593869,9,2,1,0,2.0
0,0.23288901019239616,52,0,0.4058024363960841,5573.506366304358,7,1,1,0,1.0
0,0.2206371415983217,46,1,0.5857113963690986,9636.236955698056,8,0,1,0,0.0
0,0.3657208081137134,71,0,0.4465467025306136,10254.404178058272,8,0,1,0,1.0
0,0.12425246603901333,44,0,0.21649344669226817,12365.192410835092,10,0,1,0,0.0
0,0.3958535354289164,59,0,0.3913773670142727,16365.446541039246,6,0,3,0,1.0
0,0.12426047082612085,64,0,0.17638228899132394,5980.519011441212,10,0,1,0,0.0
0,0.27030698277264237,31,0,0.07765957184004862,8252.999879291861,7,0,0,0,2.0
0,0.11137145255962222,50,1,0.5852524380666965,,5,0,1,0,2.0
0,0.16735844937672287,45,0,0.4012602006150132,7124.48964334272,10,0,0,0,1.0
0,0.38750379472548185,65,0,0.5764060753895793,,10,0,0,0,2.0
0,0.2783263548967208,61,0,0.29212426263900937,13489.903620286934,6,0,1,0,1.0
0,0.4149007774475253,48,0,0.3015595108019052,,11,0,0,0,3.0
0,0.21224433889763997,37,0,0.635797870147912,7216.27213394722,11,0,1,0,0.0
0,0.016403401603757896,66,2,0.43898608038248227,10509.479875445266,8,0,1,0,2.0
0,0.31514379114381474,51,0,0.4260223795664609,9917.628823789977,6,0,1,0,1.0
0,0.1673348795217399,29,0,0.41076288023209584,,10,0,3,0,0.0
0,0.16794555731007962,30,0,0.21227550777936097,5300.054749410743,6,0,2,0,4.0
0,0.43406669303715517,58,0,0.2776494680551413,30671.118315666914,6,0,2,0,0.0
0,0.2199964063936881,34,0,0.2961567065668788,4880.14158826987,5,0,2,0,0.0
0,0.14206609440568516,78,0,0.501328735023363,8152.871108485121,7,0,4,0,1.0
0,0.24031507103058242,38,0,0.44089786009812554,6410.792349589808,5,0,0,0,
0,0.39318835918132017,51,0,0.2586681940238608,10175.825342281787,9,0,0,0,3.0
0,0.22566252626072544,54,0,0.535646771165257,,12,0,3,0,1.0
1,0.714306711705204,54,0,0.9334050576024726,2781.2101289109755,9,2,0,2,
0,0.5573057508699716,21,0,0.17536457096741048,11278.62975999147,6,0,4,0,3.0
0,0.3077129229688662,54,0,0.3924947633667672,19019.089618637652,5,1,1,0,3.0
0,0.24193514060516141,41,0,0.2719668318598522,,13,0,2,0,1.0
0,0.13589389428924523,53,3,0.492571562417768,19814.71545865895,7,0,1,0,0.0
0,0.45252179584307756,50,1,0.12352518102498276,4124.918014652094,6,0,1,0,1.0
0,0.5080357244180608,55,0,0.21948468276003516,3320.3656732035224,7,0,1,0,0.0
0,0.08494839368203097,73,0,0.27594482462008746,,10,0,1,1,2.0
0,0.48500620322854826,44,0,0.1924790663236616,11655.087498202382,8,1,1,0,2.0
0,0.30307886569011194,45,0,0.05277958330338622,7578.5012436829,8,0,2,0,0.0
0,0.14851317459397487,28,0,0.28238702548837574,,11,0,0,0,0.0
0,0.6990043762024483,49,0,0.30390925760061116,16943.92354497031,10,0,4,0,0.0
1,0.5023432221387166,31,1,0.9624417565642487,3759.0752985708905,9,0,2,0,1.0
1,0.8825089828864892,39,2,0.8866477697410642,4879.652607547576,10,2,1,1,0.0
0,0.03430841165855431,57,0,0.32715388454106803,10926.374122558744,9,0,0,0,1.0
0,0.6251713765921737,49,0,0.34650381928838203,14464.345186599616,6,0,1,0,0.0
0,0.5815755828275911,33,0,0.32613058849279514,5352.002679538564,8,0,0,0,1.0
0,0.39382525650039035,56,0,0.31834042585982086,6617.7324622780725,7,0,0,0,0.0
0,0.2830812234185361,49,1,0.21621886428572817,15704.10059280271,7,0,3,0,0.0
0,0.006763707083244096,53,2,0.24688733210282315,4167.898922250932,7,0,1,0,
0,0.15774082445464738,44,0,0.25222125354950825,,7,0,2,0,0.0
0,0.1472554382543573,42,0,0.3126112606353219,5395.479622584006,12,0,3,0,0.0
0,0.6116067107791251,54,0,0.1197839655828029,,17,0,0,0,2.0
1,0.5705615748272959,45,2,0.8534567036244811,3878.640380302837,4,0,1,0,2.0
0,0.1333860868887799,76,0,0.3303961559801425,14705.052424817713,8,0,0,0,1.0
0,0.38417642503395893,63,0,0.28983736135103494,8294.438730702928,5,0,1,0,2.0
0,0.19199551743175455,59,1,0.3586521621473636,24085.198050148203,6,0,3,0,2.0
0,0.07657006042116803,49,0,0.22926394867061994,10552.975569547787,11,0,0,0,2.0
0,0.2613318450422107,23,0,0.34912339786560304,16873.01460121412,5,0,1,0,2.0
0,0.20719895682994544,40,0,0.20894614236064585,12458.763052541315,3,0,2,0,0.0
0,0.19936531447605293,42,0,0.1588791622732021,7899.732301291428,7,0,0,0,0.0
0,0.6234820451579455,48,1,0.2654713173853355,9835.243640311164,9,0,1,0,1.0
0,0.11150159075211742,51,0,0.21682155773898654,9938.676747097688,12,1,1,0,0.0
0,0.22194290917039952,61,1,0.5436840206555446,7856.331432977097,7,0,2,0,0.0
0,0.30166816154208204,55,1,0.0049915457532215945,,9,0,0,0,1.0
0,0.3879723348876857,68,0,0.06960757382077676,34728.05986548135,7,0,0,0,2.0
0,0.5202320122203333,47,0,0.1348339491150705,10487.365823803531,4,0,1,1,2.0
0,0.16286321298342185,55,0,0.3552173508162577,14161.830078503406,2,0,3,0,5.0
0,0.21037871629499774,56,0,0.13568304554028315,12892.50927539128,4,0,1,0,0.0
0,0.16055685142650494,55,0,0.10489995258315897,2683.756625397244,7,0,1,0,0.0
0,0.27415815036053254,69,0,0.15898498966901534,12654.698280307257,8,0,0,0,0.0
0,0.08539705349060313,63,0,0.08670995899077177,12341.971351862636,4,0,1,0,1.0
0,0.2802022243555255,33,1,0.15380826051316154,5301.298059878616,10,0,3,0,3.0
0,0.1460227330917518,50,0,0.13689963362649846,,7,0,1,0,1.0
0,0.039785160061809106,51,0,0.15450956498758514,12253.591396044265,11,0,1,0,0.0
1,0.7727146916939567,48,1,1.3449749065530103,9673.12107145451,7,1,1,2,1.0
0,0.35475655119262767,47,0,0.07593573700766709,,6,0,3,0,0.0
0,0.049876302121418366,38,0,0.33269151822285353,8384.729304006813,7,0,0,0,1.0
0,0.40182204846341557,58,0,0.0910406648100345,31387.179339127062,13,0,3,0,2.0
0,0.16391001986447018,58,0,0.5239552365873693,15490.689426260136,8,0,1,0,1.0
0,0.4762939344865339,50,0,0.03419160633477776,5393.05345027045,6,0,1,0,1.0
0,0.4064742283283613,48,1,0.5702712022213553,6929.187434121873,7,0,2,0,0.0
0,0.15430019379280965,65,0,0.15315800589107276,29426.151219486917,7,0,1,0,2.0
0,0.27598134649157285,40,0,0.22726762924394794,7104.5027377512015,5,0,0,0,1.0
0,0.29000197350175616,47,0,0.2741446814594818,,7,0,1,0,1.0
0,0.49704165256371674,44,0,0.3643264075269467,13840.001571242192,5,0,1,0,1.0
0,0.41059049641775897,67,0,0.25013763956426555,8675.341234278334,12,0,1,0,0.0
0,0.2583038424306032,55,1,0.22070358910581414,,11,0,1,0,2.0
0,0.2317723602991822,37,0,0.26091477328042617,11429.331634269092,9,0,0,0,0.0
0,0.3050412893304639,38,0,0.3506085639997416,9204.330298639265,8,0,3,0,0.0
0,0.15690452120511708,78,0,0.1516870362981257,18118.228301554944,16,0,1,0,1.0
0,0.11441847713347081,67,0,0.5564382203074638,5231.014768747712,8,1,1,0,0.0
0,0.6270380640715167,63,0,0.42567068633682087,,8,0,0,0,1.0
0,0.21197136372234707,52,1,0.3255696590259101,7404.787214399871,7,0,1,0,0.0
0,0.2601556823945025,73,0,0.24919627563326086,22493.6175308139,8,0,3,0,5.0
0,0.17645482603256749,36,0,0.2950767716954509,9070.41100407085,5,1,0,0,1.0
0,0.322685310646496,62,0,0.0987426610377462,25881.917670559567,9,0,0,0,1.0
0,0.015657431977785373,45,1,0.3996555295239259,8015.4377881654445,7,0,0,0,1.0
0,0.11119319039965113,48,0,0.16017309135622004,10452.242300287522,2,0,0,0,3.0
0,0.036559533928290464,62,0,0.1522804175972302,17052.505147660922,12,0,1,0,0.0
0,0.2185392540628539,49,0,0.28425985778722,6137.770545813623,10,0,2,0,1.0
1,0.4893477001226579,42,4,0.7321114361683434,3180.2208744076515,9,1,0,0,1.0
0,0.21976786936806164,45,0,0.3301525800117292,10027.21828247065,7,0,1,0,2.0
0,0.20376419347503327,24,0,0.2005584381382613,12158.458919491588,8,0,1,0,0.0
0,0.4208572538493766,62,0,0.6068324616660554,13003.973700307279,4,0,3,0,0.0
1,0.5551462372751199,60,3,1.1883684777625496,6887.989567265317,11,1,0,3,1.0
0,0.05722349734970571,78,0,0.3807234956505337,,7,0,1,0,1.0
0,0.23792214796461666,47,1,0.055890462139051744,,10,0,0,0,1.0
0,0.10465158010177954,70,0,0.17223664583827417,3620.431131846154,11,0,0,0,0.0
0,0.3756587125480165,26,0,0.15401093192299123,5139.237123580812,10,0,1,0,0.0
0,0.09050927506299931,62,0,0.17485718185316,9227.548082926145,6,0,3,1,0.0
1,0.6715033871297734,37,2,1.133139621553498,14015.53866885955,12,3,3,2,0.0
0,0.2868692959617564,70,0,0.305610151169806,21131.87786704678,6,0,1,0,1.0
0,0.4650983634214608,30,1,0.24248081303694097,16150.933309829506,11,0,0,0,1.0
1,0.4594940540045836,33,1,0.9323689189461952,4910.803470803924,7,1,1,2,1.0
0,0.21091395966658258,60,0,0.5388585589676022,,10,0,1,0,1.0
0,0.14408088546346856,54,0,0.23119511526585723,,11,0,1,0,
0,0.5610173811708367,56,0,0.1369625886874731,9570.061890445264,8,0,0,0,1.0
0,0.42416821914386366,46,0,0.23811115082312628,15950.598709845593,6,0,0,0,2.0
0,0.26835409917066066,73,0,0.30830576362478057,13752.021726353067,11,0,0,0,0.0
0,0.26296700351824825,85,0,0.4898464305286491,18799.58537242019,6,0,1,0,0.0
0,0.1017066944294572,53,0,0.5162573983190684,,9,0,1,0,3.0
0,0.4601070410977941,58,1,0.14921502327215494,5934.791027772524,9,0,1,0,3.0
0,0.31565466179303564,52,0,0.2515995774930539,21019.742140265786,7,0,0,0,1.0
0,0.2960615628807379,69,0,0.31439033984885406,21181.69508474272,7,0,0,0,1.0
1,0.9494800730923103,35,1,0.6777259502831068,6829.002823997667,4,0,1,2,0.0
0,0.39383920835152997,37,0,0.20487468446530133,9782.165879633187,3,0,0,0,0.0
1,0.8779757209560647,50,2,1.4645375134028455,,9,2,0,0,0.0
0,0.3535983353703929,37,1,0.25856390355249,12913.979774038691,7,1,0,0,1.0
0,0.6327981790295666,85,1,0.3563228481029449,13402.118076170324,12,0,3,0,1.0
0,0.05283417543264124,60,0,0.26704684715931676,,9,0,1,0,2.0
0,0.403815110773657,43,0,0.3134995048867644,,9,0,4,0,0.0
0,0.332276770119174,42,0,0.16590829707093785,8956.81180332742,3,0,0,0,0.0
0,0.2834628824089549,63,1,0.2862830144628011,4933.59059594719,10,0,1,0,3.0
0,0.17514476691346376,64,0,0.06902268868978917,6696.414866809869,6,0,2,0,0.0
0,0.1601642307148106,63,0,0.46482561138943795,7342.684796616584,7,0,0,0,1.0
0,0.2833314730271525,46,0,0.2792417003426113,20723.167798682764,6,1,2,0,1.0
0,0.35580557307992083,56,1,0.12169101684194826,6986.143934316645,12,0,2,0,2.0
0,0.07359318922000227,53,0,0.37999466429396045,,8,0,1,0,0.0
0,0.21453084128027727,38,0,0.011161879484550913,3445.667776596807,3,0,0,0,3.0
0,0.24993061022350815,39,0,0.1623919718105816,15810.066227743178,7,0,0,0,0.0
0,0.22326806013546618,57,0,0.3440599745967443,,12,0,1,0,1.0
0,0.2149420232850234,54,1,0.4821531971016204,12033.031975771895,9,0,0,0,0.0
0,0.060437555504407346,59,0,0.05925453450363756,12030.686766634664,7,0,1,0,2.0
0,0.12100866769430593,63,1,0.1764639234186618,13581.908989374933,4,0,0,0,1.0
0,0.10172891154227866,72,0,0.4327293102723193,11686.073874650272,10,0,2,0,0.0
0,0.09846726229333677,41,0,0.20548648036268893,25777.690628134183,9,0,2,0,1.0
0,0.3541874712371245,60,0,0.15268495234139215,10985.905699300147,8,1,1,0,2.0
0,0.45140274251018303,62,1,0.4065858728679599,30462.902824613095,7,0,2,0,4.0
0,0.26470010274037736,47,1,0.2743277138719975,,8,0,3,0,1.0
0,0.020351224070645827,53,0,0.2836527636390892,,7,0,1,0,0.0
